"time (hrs)"	"OD600"	"strain"	"medium"	"biorep"	"techrep"
24.5016666666667	0.322	"ura3"	"CM_uracil"	"B"	2
25.0016666666667	0.346	"ura3"	"CM_uracil"	"B"	2
25.5016666666667	0.343	"ura3"	"CM_uracil"	"B"	2
26.0016666666667	0.358	"ura3"	"CM_uracil"	"B"	2
26.5016666666667	0.37	"ura3"	"CM_uracil"	"B"	2
27.0016666666667	0.378	"ura3"	"CM_uracil"	"B"	2
27.5016666666667	0.39	"ura3"	"CM_uracil"	"B"	2
28.0016666666667	0.399	"ura3"	"CM_uracil"	"B"	2
28.5016666666667	0.417	"ura3"	"CM_uracil"	"B"	2
29.0016666666667	0.421	"ura3"	"CM_uracil"	"B"	2
29.5016666666667	0.422	"ura3"	"CM_uracil"	"B"	2
30.0016666666667	0.435	"ura3"	"CM_uracil"	"B"	2
30.5016666666667	0.452	"ura3"	"CM_uracil"	"B"	2
31.0016666666667	0.467	"ura3"	"CM_uracil"	"B"	2
31.5016666666667	0.47	"ura3"	"CM_uracil"	"B"	2
32.0016666666667	0.475	"ura3"	"CM_uracil"	"B"	2
32.5016666666667	0.491	"ura3"	"CM_uracil"	"B"	2
33.0016666666667	0.498	"ura3"	"CM_uracil"	"B"	2
33.5016666666667	0.51	"ura3"	"CM_uracil"	"B"	2
34.0016666666667	0.512	"ura3"	"CM_uracil"	"B"	2
34.5016666666667	0.521	"ura3"	"CM_uracil"	"B"	2
35.0016666666667	0.525	"ura3"	"CM_uracil"	"B"	2
35.5016666666667	0.535	"ura3"	"CM_uracil"	"B"	2
36.0016666666667	0.54	"ura3"	"CM_uracil"	"B"	2
36.5016666666667	0.565	"ura3"	"CM_uracil"	"B"	2
37.0016666666667	0.548	"ura3"	"CM_uracil"	"B"	2
37.5016666666667	0.576	"ura3"	"CM_uracil"	"B"	2
38.0016666666667	0.584	"ura3"	"CM_uracil"	"B"	2
38.5016666666667	0.58	"ura3"	"CM_uracil"	"B"	2
39.0016666666667	0.585	"ura3"	"CM_uracil"	"B"	2
39.5016666666667	0.594	"ura3"	"CM_uracil"	"B"	2
40.0016666666667	0.588	"ura3"	"CM_uracil"	"B"	2
40.5016666666667	0.604	"ura3"	"CM_uracil"	"B"	2
41.0016666666667	0.617	"ura3"	"CM_uracil"	"B"	2
41.5016666666667	0.607	"ura3"	"CM_uracil"	"B"	2
42.0016666666667	0.621	"ura3"	"CM_uracil"	"B"	2
42.5016666666667	0.636	"ura3"	"CM_uracil"	"B"	2
43.0016666666667	0.629	"ura3"	"CM_uracil"	"B"	2
43.5016666666667	0.633	"ura3"	"CM_uracil"	"B"	2
44.0016666666667	0.642	"ura3"	"CM_uracil"	"B"	2
44.5016666666667	0.652	"ura3"	"CM_uracil"	"B"	2
45.0016666666667	0.65	"ura3"	"CM_uracil"	"B"	2
45.5016666666667	0.654	"ura3"	"CM_uracil"	"B"	2
46.0016666666667	0.666	"ura3"	"CM_uracil"	"B"	2
46.5016666666667	0.654	"ura3"	"CM_uracil"	"B"	2
47.0016666666667	0.669	"ura3"	"CM_uracil"	"B"	2
47.5016666666667	0.694	"ura3"	"CM_uracil"	"B"	2
48.0016666666667	0.659	"ura3"	"CM_uracil"	"B"	2
48.5016666666667	0.722	"ura3"	"CM_uracil"	"B"	2
49.0016666666667	0.646	"ura3"	"CM_uracil"	"B"	2
49.5016666666667	0.674	"ura3"	"CM_uracil"	"B"	2
50.0016666666667	0.68	"ura3"	"CM_uracil"	"B"	2
50.5016666666667	0.671	"ura3"	"CM_uracil"	"B"	2
51.0016666666667	0.688	"ura3"	"CM_uracil"	"B"	2
51.5016666666667	0.704	"ura3"	"CM_uracil"	"B"	2
52.0016666666667	0.678	"ura3"	"CM_uracil"	"B"	2
52.5016666666667	0.688	"ura3"	"CM_uracil"	"B"	2
53.0016666666667	0.701	"ura3"	"CM_uracil"	"B"	2
53.5016666666667	0.7	"ura3"	"CM_uracil"	"B"	2
54.0016666666667	0.699	"ura3"	"CM_uracil"	"B"	2
54.5016666666667	0.706	"ura3"	"CM_uracil"	"B"	2
55.0016666666667	0.7	"ura3"	"CM_uracil"	"B"	2
55.5016666666667	0.789	"ura3"	"CM_uracil"	"B"	2
56.0016666666667	0.625	"ura3"	"CM_uracil"	"B"	2
56.5016666666667	0.717	"ura3"	"CM_uracil"	"B"	2
57.0016666666667	0.718	"ura3"	"CM_uracil"	"B"	2
57.5016666666667	0.682	"ura3"	"CM_uracil"	"B"	2
58.0016666666667	0.686	"ura3"	"CM_uracil"	"B"	2
58.5016666666667	0.69	"ura3"	"CM_uracil"	"B"	2
59.0016666666667	0.69	"ura3"	"CM_uracil"	"B"	2
59.5016666666667	0.704	"ura3"	"CM_uracil"	"B"	2
60.0016666666667	0.696	"ura3"	"CM_uracil"	"B"	2
60.5016666666667	0.691	"ura3"	"CM_uracil"	"B"	2
61.0016666666667	0.685	"ura3"	"CM_uracil"	"B"	2
61.5016666666667	0.704	"ura3"	"CM_uracil"	"B"	2
62.0016666666667	0.696	"ura3"	"CM_uracil"	"B"	2
62.5016666666667	0.683	"ura3"	"CM_uracil"	"B"	2
63.0016666666667	0.683	"ura3"	"CM_uracil"	"B"	2
63.5016666666667	0.681	"ura3"	"CM_uracil"	"B"	2
64.0016666666667	0.69	"ura3"	"CM_uracil"	"B"	2
64.5013888888889	0.677	"ura3"	"CM_uracil"	"B"	2
65.0016666666667	0.682	"ura3"	"CM_uracil"	"B"	2
65.5016666666667	0.692	"ura3"	"CM_uracil"	"B"	2
66.0016666666667	0.678	"ura3"	"CM_uracil"	"B"	2
66.5016666666667	0.685	"ura3"	"CM_uracil"	"B"	2
67.0016666666667	0.69	"ura3"	"CM_uracil"	"B"	2
67.5016666666667	0.665	"ura3"	"CM_uracil"	"B"	2
68.0016666666667	0.683	"ura3"	"CM_uracil"	"B"	2
68.5016666666667	0.646	"ura3"	"CM_uracil"	"B"	2
69.0016666666667	0.663	"ura3"	"CM_uracil"	"B"	2
69.5016666666667	0.666	"ura3"	"CM_uracil"	"B"	2
70.0016666666667	0.659	"ura3"	"CM_uracil"	"B"	2
70.5016666666667	0.662	"ura3"	"CM_uracil"	"B"	2
71.0016666666667	0.66	"ura3"	"CM_uracil"	"B"	2
71.5016666666667	0.66	"ura3"	"CM_uracil"	"B"	2
72.0016666666667	0.633	"ura3"	"CM_uracil"	"B"	2
72.5016666666667	0.65	"ura3"	"CM_uracil"	"B"	2
0	0.138	"ura3"	"CM_uracil"	"B"	3
0.501666666666667	0.15	"ura3"	"CM_uracil"	"B"	3
1.00166666666667	0.13	"ura3"	"CM_uracil"	"B"	3
1.50166666666667	0.146	"ura3"	"CM_uracil"	"B"	3
2.00166666666667	0.147	"ura3"	"CM_uracil"	"B"	3
2.50166666666667	0.14	"ura3"	"CM_uracil"	"B"	3
3.00166666666667	0.145	"ura3"	"CM_uracil"	"B"	3
3.50166666666667	0.15	"ura3"	"CM_uracil"	"B"	3
4.00166666666667	0.14	"ura3"	"CM_uracil"	"B"	3
4.50166666666667	0.136	"ura3"	"CM_uracil"	"B"	3
5.00166666666667	0.139	"ura3"	"CM_uracil"	"B"	3
5.50166666666667	0.131	"ura3"	"CM_uracil"	"B"	3
6.00166666666667	0.134	"ura3"	"CM_uracil"	"B"	3
6.50166666666667	0.157	"ura3"	"CM_uracil"	"B"	3
7.00166666666667	0.152	"ura3"	"CM_uracil"	"B"	3
7.50166666666667	0.152	"ura3"	"CM_uracil"	"B"	3
8.00166666666667	0.148	"ura3"	"CM_uracil"	"B"	3
8.50166666666667	0.146	"ura3"	"CM_uracil"	"B"	3
9.00166666666667	0.148	"ura3"	"CM_uracil"	"B"	3
9.50166666666667	0.157	"ura3"	"CM_uracil"	"B"	3
10.0016666666667	0.153	"ura3"	"CM_uracil"	"B"	3
10.5016666666667	0.157	"ura3"	"CM_uracil"	"B"	3
11.0016666666667	0.169	"ura3"	"CM_uracil"	"B"	3
11.5016666666667	0.155	"ura3"	"CM_uracil"	"B"	3
12.0016666666667	0.161	"ura3"	"CM_uracil"	"B"	3
12.5016666666667	0.165	"ura3"	"CM_uracil"	"B"	3
13.0016666666667	0.168	"ura3"	"CM_uracil"	"B"	3
13.5016666666667	0.166	"ura3"	"CM_uracil"	"B"	3
14.0016666666667	0.182	"ura3"	"CM_uracil"	"B"	3
14.5016666666667	0.194	"ura3"	"CM_uracil"	"B"	3
15.0016666666667	0.197	"ura3"	"CM_uracil"	"B"	3
15.5016666666667	0.206	"ura3"	"CM_uracil"	"B"	3
16.0016666666667	0.212	"ura3"	"CM_uracil"	"B"	3
16.5016666666667	0.205	"ura3"	"CM_uracil"	"B"	3
17.0016666666667	0.209	"ura3"	"CM_uracil"	"B"	3
17.5016666666667	0.213	"ura3"	"CM_uracil"	"B"	3
18.0016666666667	0.222	"ura3"	"CM_uracil"	"B"	3
18.5016666666667	0.248	"ura3"	"CM_uracil"	"B"	3
19.0016666666667	0.231	"ura3"	"CM_uracil"	"B"	3
19.5016666666667	0.244	"ura3"	"CM_uracil"	"B"	3
20.0016666666667	0.248	"ura3"	"CM_uracil"	"B"	3
20.5016666666667	0.264	"ura3"	"CM_uracil"	"B"	3
21.0016666666667	0.282	"ura3"	"CM_uracil"	"B"	3
21.5016666666667	0.28	"ura3"	"CM_uracil"	"B"	3
22.0016666666667	0.289	"ura3"	"CM_uracil"	"B"	3
22.5016666666667	0.293	"ura3"	"CM_uracil"	"B"	3
23.0016666666667	0.309	"ura3"	"CM_uracil"	"B"	3
23.5016666666667	0.319	"ura3"	"CM_uracil"	"B"	3
24.0016666666667	0.321	"ura3"	"CM_uracil"	"B"	3
24.5016666666667	0.323	"ura3"	"CM_uracil"	"B"	3
25.0016666666667	0.349	"ura3"	"CM_uracil"	"B"	3
25.5016666666667	0.345	"ura3"	"CM_uracil"	"B"	3
26.0016666666667	0.364	"ura3"	"CM_uracil"	"B"	3
26.5016666666667	0.374	"ura3"	"CM_uracil"	"B"	3
27.0016666666667	0.383	"ura3"	"CM_uracil"	"B"	3
27.5016666666667	0.395	"ura3"	"CM_uracil"	"B"	3
28.0016666666667	0.404	"ura3"	"CM_uracil"	"B"	3
28.5016666666667	0.423	"ura3"	"CM_uracil"	"B"	3
29.0016666666667	0.428	"ura3"	"CM_uracil"	"B"	3
29.5016666666667	0.427	"ura3"	"CM_uracil"	"B"	3
30.0016666666667	0.44	"ura3"	"CM_uracil"	"B"	3
30.5016666666667	0.456	"ura3"	"CM_uracil"	"B"	3
31.0016666666667	0.473	"ura3"	"CM_uracil"	"B"	3
31.5016666666667	0.474	"ura3"	"CM_uracil"	"B"	3
32.0016666666667	0.477	"ura3"	"CM_uracil"	"B"	3
32.5016666666667	0.496	"ura3"	"CM_uracil"	"B"	3
33.0016666666667	0.501	"ura3"	"CM_uracil"	"B"	3
33.5016666666667	0.512	"ura3"	"CM_uracil"	"B"	3
34.0016666666667	0.514	"ura3"	"CM_uracil"	"B"	3
34.5016666666667	0.524	"ura3"	"CM_uracil"	"B"	3
35.0016666666667	0.526	"ura3"	"CM_uracil"	"B"	3
35.5016666666667	0.536	"ura3"	"CM_uracil"	"B"	3
36.0016666666667	0.54	"ura3"	"CM_uracil"	"B"	3
36.5016666666667	0.567	"ura3"	"CM_uracil"	"B"	3
37.0016666666667	0.549	"ura3"	"CM_uracil"	"B"	3
37.5016666666667	0.576	"ura3"	"CM_uracil"	"B"	3
38.0016666666667	0.584	"ura3"	"CM_uracil"	"B"	3
38.5016666666667	0.579	"ura3"	"CM_uracil"	"B"	3
39.0016666666667	0.582	"ura3"	"CM_uracil"	"B"	3
39.5016666666667	0.592	"ura3"	"CM_uracil"	"B"	3
40.0016666666667	0.585	"ura3"	"CM_uracil"	"B"	3
40.5016666666667	0.599	"ura3"	"CM_uracil"	"B"	3
41.0016666666667	0.614	"ura3"	"CM_uracil"	"B"	3
41.5016666666667	0.602	"ura3"	"CM_uracil"	"B"	3
42.0016666666667	0.615	"ura3"	"CM_uracil"	"B"	3
42.5016666666667	0.629	"ura3"	"CM_uracil"	"B"	3
43.0016666666667	0.621	"ura3"	"CM_uracil"	"B"	3
43.5016666666667	0.627	"ura3"	"CM_uracil"	"B"	3
44.0016666666667	0.635	"ura3"	"CM_uracil"	"B"	3
44.5016666666667	0.644	"ura3"	"CM_uracil"	"B"	3
45.0016666666667	0.641	"ura3"	"CM_uracil"	"B"	3
45.5016666666667	0.645	"ura3"	"CM_uracil"	"B"	3
46.0016666666667	0.656	"ura3"	"CM_uracil"	"B"	3
46.5016666666667	0.646	"ura3"	"CM_uracil"	"B"	3
47.0016666666667	0.659	"ura3"	"CM_uracil"	"B"	3
47.5016666666667	0.685	"ura3"	"CM_uracil"	"B"	3
48.0016666666667	0.649	"ura3"	"CM_uracil"	"B"	3
48.5016666666667	0.713	"ura3"	"CM_uracil"	"B"	3
49.0016666666667	0.637	"ura3"	"CM_uracil"	"B"	3
49.5016666666667	0.665	"ura3"	"CM_uracil"	"B"	3
50.0016666666667	0.67	"ura3"	"CM_uracil"	"B"	3
50.5016666666667	0.661	"ura3"	"CM_uracil"	"B"	3
51.0016666666667	0.68	"ura3"	"CM_uracil"	"B"	3
51.5016666666667	0.695	"ura3"	"CM_uracil"	"B"	3
52.0016666666667	0.669	"ura3"	"CM_uracil"	"B"	3
52.5016666666667	0.679	"ura3"	"CM_uracil"	"B"	3
53.0016666666667	0.693	"ura3"	"CM_uracil"	"B"	3
53.5016666666667	0.693	"ura3"	"CM_uracil"	"B"	3
54.0016666666667	0.692	"ura3"	"CM_uracil"	"B"	3
54.5016666666667	0.7	"ura3"	"CM_uracil"	"B"	3
55.0016666666667	0.694	"ura3"	"CM_uracil"	"B"	3
55.5016666666667	0.784	"ura3"	"CM_uracil"	"B"	3
56.0016666666667	0.62	"ura3"	"CM_uracil"	"B"	3
56.5016666666667	0.711	"ura3"	"CM_uracil"	"B"	3
57.0016666666667	0.714	"ura3"	"CM_uracil"	"B"	3
57.5016666666667	0.677	"ura3"	"CM_uracil"	"B"	3
58.0016666666667	0.681	"ura3"	"CM_uracil"	"B"	3
58.5016666666667	0.686	"ura3"	"CM_uracil"	"B"	3
59.0016666666667	0.687	"ura3"	"CM_uracil"	"B"	3
59.5016666666667	0.701	"ura3"	"CM_uracil"	"B"	3
60.0016666666667	0.694	"ura3"	"CM_uracil"	"B"	3
60.5016666666667	0.689	"ura3"	"CM_uracil"	"B"	3
61.0016666666667	0.684	"ura3"	"CM_uracil"	"B"	3
61.5016666666667	0.704	"ura3"	"CM_uracil"	"B"	3
62.0016666666667	0.695	"ura3"	"CM_uracil"	"B"	3
62.5016666666667	0.684	"ura3"	"CM_uracil"	"B"	3
63.0016666666667	0.683	"ura3"	"CM_uracil"	"B"	3
63.5016666666667	0.681	"ura3"	"CM_uracil"	"B"	3
64.0016666666667	0.691	"ura3"	"CM_uracil"	"B"	3
64.5013888888889	0.679	"ura3"	"CM_uracil"	"B"	3
65.0016666666667	0.685	"ura3"	"CM_uracil"	"B"	3
65.5016666666667	0.696	"ura3"	"CM_uracil"	"B"	3
66.0016666666667	0.681	"ura3"	"CM_uracil"	"B"	3
66.5016666666667	0.687	"ura3"	"CM_uracil"	"B"	3
67.0016666666667	0.694	"ura3"	"CM_uracil"	"B"	3
67.5016666666667	0.67	"ura3"	"CM_uracil"	"B"	3
68.0016666666667	0.688	"ura3"	"CM_uracil"	"B"	3
68.5016666666667	0.652	"ura3"	"CM_uracil"	"B"	3
69.0016666666667	0.669	"ura3"	"CM_uracil"	"B"	3
69.5016666666667	0.671	"ura3"	"CM_uracil"	"B"	3
70.0016666666667	0.666	"ura3"	"CM_uracil"	"B"	3
70.5016666666667	0.67	"ura3"	"CM_uracil"	"B"	3
71.0016666666667	0.668	"ura3"	"CM_uracil"	"B"	3
71.5016666666667	0.668	"ura3"	"CM_uracil"	"B"	3
72.0016666666667	0.642	"ura3"	"CM_uracil"	"B"	3
72.5016666666667	0.659	"ura3"	"CM_uracil"	"B"	3
0	0.133	"aglB"	"CM_uracil"	"B"	1
0.501666666666667	0.142	"aglB"	"CM_uracil"	"B"	1
1.00166666666667	0.121	"aglB"	"CM_uracil"	"B"	1
1.50166666666667	0.136	"aglB"	"CM_uracil"	"B"	1
2.00166666666667	0.138	"aglB"	"CM_uracil"	"B"	1
2.50166666666667	0.133	"aglB"	"CM_uracil"	"B"	1
3.00166666666667	0.138	"aglB"	"CM_uracil"	"B"	1
3.50166666666667	0.143	"aglB"	"CM_uracil"	"B"	1
4.00166666666667	0.139	"aglB"	"CM_uracil"	"B"	1
4.50166666666667	0.13	"aglB"	"CM_uracil"	"B"	1
5.00166666666667	0.137	"aglB"	"CM_uracil"	"B"	1
5.50166666666667	0.133	"aglB"	"CM_uracil"	"B"	1
6.00166666666667	0.136	"aglB"	"CM_uracil"	"B"	1
6.50166666666667	0.149	"aglB"	"CM_uracil"	"B"	1
7.00166666666667	0.146	"aglB"	"CM_uracil"	"B"	1
7.50166666666667	0.146	"aglB"	"CM_uracil"	"B"	1
8.00166666666667	0.14	"aglB"	"CM_uracil"	"B"	1
8.50166666666667	0.138	"aglB"	"CM_uracil"	"B"	1
9.00166666666667	0.14	"aglB"	"CM_uracil"	"B"	1
9.50166666666667	0.148	"aglB"	"CM_uracil"	"B"	1
10.0016666666667	0.144	"aglB"	"CM_uracil"	"B"	1
10.5016666666667	0.147	"aglB"	"CM_uracil"	"B"	1
11.0016666666667	0.163	"aglB"	"CM_uracil"	"B"	1
11.5016666666667	0.141	"aglB"	"CM_uracil"	"B"	1
12.0016666666667	0.157	"aglB"	"CM_uracil"	"B"	1
12.5016666666667	0.152	"aglB"	"CM_uracil"	"B"	1
13.0016666666667	0.159	"aglB"	"CM_uracil"	"B"	1
13.5016666666667	0.162	"aglB"	"CM_uracil"	"B"	1
14.0016666666667	0.16	"aglB"	"CM_uracil"	"B"	1
14.5016666666667	0.169	"aglB"	"CM_uracil"	"B"	1
15.0016666666667	0.171	"aglB"	"CM_uracil"	"B"	1
15.5016666666667	0.178	"aglB"	"CM_uracil"	"B"	1
16.0016666666667	0.18	"aglB"	"CM_uracil"	"B"	1
16.5016666666667	0.169	"aglB"	"CM_uracil"	"B"	1
17.0016666666667	0.173	"aglB"	"CM_uracil"	"B"	1
17.5016666666667	0.172	"aglB"	"CM_uracil"	"B"	1
18.0016666666667	0.178	"aglB"	"CM_uracil"	"B"	1
18.5016666666667	0.201	"aglB"	"CM_uracil"	"B"	1
19.0016666666667	0.176	"aglB"	"CM_uracil"	"B"	1
19.5016666666667	0.185	"aglB"	"CM_uracil"	"B"	1
20.0016666666667	0.183	"aglB"	"CM_uracil"	"B"	1
20.5016666666667	0.193	"aglB"	"CM_uracil"	"B"	1
21.0016666666667	0.207	"aglB"	"CM_uracil"	"B"	1
21.5016666666667	0.2	"aglB"	"CM_uracil"	"B"	1
22.0016666666667	0.201	"aglB"	"CM_uracil"	"B"	1
22.5016666666667	0.201	"aglB"	"CM_uracil"	"B"	1
23.0016666666667	0.211	"aglB"	"CM_uracil"	"B"	1
23.5016666666667	0.213	"aglB"	"CM_uracil"	"B"	1
24.0016666666667	0.208	"aglB"	"CM_uracil"	"B"	1
24.5016666666667	0.206	"aglB"	"CM_uracil"	"B"	1
25.0016666666667	0.222	"aglB"	"CM_uracil"	"B"	1
25.5016666666667	0.213	"aglB"	"CM_uracil"	"B"	1
26.0016666666667	0.226	"aglB"	"CM_uracil"	"B"	1
26.5016666666667	0.229	"aglB"	"CM_uracil"	"B"	1
27.0016666666667	0.236	"aglB"	"CM_uracil"	"B"	1
27.5016666666667	0.238	"aglB"	"CM_uracil"	"B"	1
28.0016666666667	0.243	"aglB"	"CM_uracil"	"B"	1
28.5016666666667	0.253	"aglB"	"CM_uracil"	"B"	1
29.0016666666667	0.253	"aglB"	"CM_uracil"	"B"	1
29.5016666666667	0.244	"aglB"	"CM_uracil"	"B"	1
30.0016666666667	0.252	"aglB"	"CM_uracil"	"B"	1
30.5016666666667	0.264	"aglB"	"CM_uracil"	"B"	1
31.0016666666667	0.273	"aglB"	"CM_uracil"	"B"	1
31.5016666666667	0.269	"aglB"	"CM_uracil"	"B"	1
32.0016666666667	0.265	"aglB"	"CM_uracil"	"B"	1
32.5016666666667	0.281	"aglB"	"CM_uracil"	"B"	1
33.0016666666667	0.281	"aglB"	"CM_uracil"	"B"	1
33.5016666666667	0.29	"aglB"	"CM_uracil"	"B"	1
34.0016666666667	0.29	"aglB"	"CM_uracil"	"B"	1
34.5016666666667	0.298	"aglB"	"CM_uracil"	"B"	1
35.0016666666667	0.298	"aglB"	"CM_uracil"	"B"	1
35.5016666666667	0.305	"aglB"	"CM_uracil"	"B"	1
36.0016666666667	0.307	"aglB"	"CM_uracil"	"B"	1
36.5016666666667	0.331	"aglB"	"CM_uracil"	"B"	1
37.0016666666667	0.311	"aglB"	"CM_uracil"	"B"	1
37.5016666666667	0.34	"aglB"	"CM_uracil"	"B"	1
38.0016666666667	0.346	"aglB"	"CM_uracil"	"B"	1
38.5016666666667	0.342	"aglB"	"CM_uracil"	"B"	1
39.0016666666667	0.341	"aglB"	"CM_uracil"	"B"	1
39.5016666666667	0.349	"aglB"	"CM_uracil"	"B"	1
40.0016666666667	0.343	"aglB"	"CM_uracil"	"B"	1
40.5016666666667	0.358	"aglB"	"CM_uracil"	"B"	1
41.0016666666667	0.373	"aglB"	"CM_uracil"	"B"	1
41.5016666666667	0.358	"aglB"	"CM_uracil"	"B"	1
42.0016666666667	0.37	"aglB"	"CM_uracil"	"B"	1
42.5016666666667	0.386	"aglB"	"CM_uracil"	"B"	1
43.0016666666667	0.378	"aglB"	"CM_uracil"	"B"	1
43.5016666666667	0.384	"aglB"	"CM_uracil"	"B"	1
44.0016666666667	0.389	"aglB"	"CM_uracil"	"B"	1
44.5016666666667	0.399	"aglB"	"CM_uracil"	"B"	1
45.0016666666667	0.393	"aglB"	"CM_uracil"	"B"	1
45.5016666666667	0.397	"aglB"	"CM_uracil"	"B"	1
46.0016666666667	0.411	"aglB"	"CM_uracil"	"B"	1
46.5016666666667	0.398	"aglB"	"CM_uracil"	"B"	1
47.0016666666667	0.413	"aglB"	"CM_uracil"	"B"	1
47.5016666666667	0.441	"aglB"	"CM_uracil"	"B"	1
48.0016666666667	0.407	"aglB"	"CM_uracil"	"B"	1
48.5016666666667	0.472	"aglB"	"CM_uracil"	"B"	1
49.0016666666667	0.398	"aglB"	"CM_uracil"	"B"	1
49.5016666666667	0.429	"aglB"	"CM_uracil"	"B"	1
50.0016666666667	0.436	"aglB"	"CM_uracil"	"B"	1
50.5016666666667	0.428	"aglB"	"CM_uracil"	"B"	1
51.0016666666667	0.449	"aglB"	"CM_uracil"	"B"	1
51.5016666666667	0.467	"aglB"	"CM_uracil"	"B"	1
52.0016666666667	0.446	"aglB"	"CM_uracil"	"B"	1
52.5016666666667	0.458	"aglB"	"CM_uracil"	"B"	1
53.0016666666667	0.477	"aglB"	"CM_uracil"	"B"	1
53.5016666666667	0.478	"aglB"	"CM_uracil"	"B"	1
54.0016666666667	0.48	"aglB"	"CM_uracil"	"B"	1
54.5016666666667	0.49	"aglB"	"CM_uracil"	"B"	1
55.0016666666667	0.488	"aglB"	"CM_uracil"	"B"	1
55.5016666666667	0.585	"aglB"	"CM_uracil"	"B"	1
56.0016666666667	0.42	"aglB"	"CM_uracil"	"B"	1
56.5016666666667	0.514	"aglB"	"CM_uracil"	"B"	1
57.0016666666667	0.523	"aglB"	"CM_uracil"	"B"	1
57.5016666666667	0.489	"aglB"	"CM_uracil"	"B"	1
58.0016666666667	0.496	"aglB"	"CM_uracil"	"B"	1
58.5016666666667	0.504	"aglB"	"CM_uracil"	"B"	1
59.0016666666667	0.506	"aglB"	"CM_uracil"	"B"	1
59.5016666666667	0.526	"aglB"	"CM_uracil"	"B"	1
60.0016666666667	0.52	"aglB"	"CM_uracil"	"B"	1
60.5016666666667	0.521	"aglB"	"CM_uracil"	"B"	1
61.0016666666667	0.518	"aglB"	"CM_uracil"	"B"	1
61.5016666666667	0.542	"aglB"	"CM_uracil"	"B"	1
62.0016666666667	0.536	"aglB"	"CM_uracil"	"B"	1
62.5016666666667	0.528	"aglB"	"CM_uracil"	"B"	1
63.0016666666667	0.531	"aglB"	"CM_uracil"	"B"	1
63.5016666666667	0.533	"aglB"	"CM_uracil"	"B"	1
64.0016666666667	0.547	"aglB"	"CM_uracil"	"B"	1
64.5013888888889	0.537	"aglB"	"CM_uracil"	"B"	1
65.0016666666667	0.544	"aglB"	"CM_uracil"	"B"	1
65.5016666666667	0.559	"aglB"	"CM_uracil"	"B"	1
66.0016666666667	0.55	"aglB"	"CM_uracil"	"B"	1
66.5016666666667	0.557	"aglB"	"CM_uracil"	"B"	1
67.0016666666667	0.569	"aglB"	"CM_uracil"	"B"	1
67.5016666666667	0.547	"aglB"	"CM_uracil"	"B"	1
68.0016666666667	0.57	"aglB"	"CM_uracil"	"B"	1
68.5016666666667	0.537	"aglB"	"CM_uracil"	"B"	1
69.0016666666667	0.557	"aglB"	"CM_uracil"	"B"	1
69.5016666666667	0.56	"aglB"	"CM_uracil"	"B"	1
70.0016666666667	0.562	"aglB"	"CM_uracil"	"B"	1
70.5016666666667	0.564	"aglB"	"CM_uracil"	"B"	1
71.0016666666667	0.568	"aglB"	"CM_uracil"	"B"	1
71.5016666666667	0.571	"aglB"	"CM_uracil"	"B"	1
72.0016666666667	0.548	"aglB"	"CM_uracil"	"B"	1
72.5016666666667	0.567	"aglB"	"CM_uracil"	"B"	1
0	0.122	"aglB"	"CM_uracil"	"B"	2
0.501666666666667	0.136	"aglB"	"CM_uracil"	"B"	2
1.00166666666667	0.116	"aglB"	"CM_uracil"	"B"	2
1.50166666666667	0.133	"aglB"	"CM_uracil"	"B"	2
2.00166666666667	0.138	"aglB"	"CM_uracil"	"B"	2
2.50166666666667	0.129	"aglB"	"CM_uracil"	"B"	2
3.00166666666667	0.135	"aglB"	"CM_uracil"	"B"	2
3.50166666666667	0.138	"aglB"	"CM_uracil"	"B"	2
4.00166666666667	0.133	"aglB"	"CM_uracil"	"B"	2
4.50166666666667	0.122	"aglB"	"CM_uracil"	"B"	2
5.00166666666667	0.135	"aglB"	"CM_uracil"	"B"	2
5.50166666666667	0.131	"aglB"	"CM_uracil"	"B"	2
6.00166666666667	0.132	"aglB"	"CM_uracil"	"B"	2
6.50166666666667	0.143	"aglB"	"CM_uracil"	"B"	2
7.00166666666667	0.141	"aglB"	"CM_uracil"	"B"	2
7.50166666666667	0.143	"aglB"	"CM_uracil"	"B"	2
8.00166666666667	0.137	"aglB"	"CM_uracil"	"B"	2
8.50166666666667	0.137	"aglB"	"CM_uracil"	"B"	2
9.00166666666667	0.137	"aglB"	"CM_uracil"	"B"	2
9.50166666666667	0.145	"aglB"	"CM_uracil"	"B"	2
10.0016666666667	0.142	"aglB"	"CM_uracil"	"B"	2
10.5016666666667	0.147	"aglB"	"CM_uracil"	"B"	2
11.0016666666667	0.16	"aglB"	"CM_uracil"	"B"	2
11.5016666666667	0.14	"aglB"	"CM_uracil"	"B"	2
12.0016666666667	0.157	"aglB"	"CM_uracil"	"B"	2
12.5016666666667	0.149	"aglB"	"CM_uracil"	"B"	2
13.0016666666667	0.16	"aglB"	"CM_uracil"	"B"	2
13.5016666666667	0.157	"aglB"	"CM_uracil"	"B"	2
14.0016666666667	0.159	"aglB"	"CM_uracil"	"B"	2
14.5016666666667	0.167	"aglB"	"CM_uracil"	"B"	2
15.0016666666667	0.17	"aglB"	"CM_uracil"	"B"	2
15.5016666666667	0.176	"aglB"	"CM_uracil"	"B"	2
16.0016666666667	0.178	"aglB"	"CM_uracil"	"B"	2
16.5016666666667	0.166	"aglB"	"CM_uracil"	"B"	2
